Date,Open,High,Low,Close,Adj Close,Volume
2022-06-10,394.8800048828125,395.7799987792969,389.75,389.79998779296875,380.5449523925781,132893900
2022-06-13,379.8500061035156,381.80999755859375,373.29998779296875,375.0,366.0963439941406,170004900
2022-06-14,376.8500061035156,377.94000244140625,370.5899963378906,373.8699951171875,364.9931945800781,104011800
2022-06-15,377.3599853515625,383.8999938964844,372.1199951171875,379.20001220703125,370.1966552734375,125666800
2022-06-16,370.510009765625,370.94000244140625,364.0799865722656,366.6499938964844,357.9446105957031,134473300
2022-06-17,365.510009765625,369.3800048828125,362.1700134277344,365.8599853515625,358.71624755859375,111113900
2022-06-21,371.8900146484375,376.5299987792969,371.80999755859375,375.07000732421875,367.7464294433594,76811900
2022-06-22,370.6199951171875,378.7200012207031,370.17999267578125,374.3900146484375,367.0797119140625,90059400
2022-06-23,376.6400146484375,378.8299865722656,372.8900146484375,378.05999755859375,370.6781005859375,79292100
2022-06-24,381.3999938964844,390.0899963378906,381.3699951171875,390.0799865722656,382.46331787109375,98050300
2022-06-27,391.04998779296875,391.3599853515625,387.44000244140625,388.5899963378906,381.00244140625,66009600
2022-06-28,390.2300109863281,393.1600036621094,380.5299987792969,380.6499938964844,373.2174987792969,86548900
2022-06-29,381.2300109863281,382.2699890136719,378.4200134277344,380.3399963378906,372.91351318359375,65676000
2022-06-30,376.239990234375,380.6600036621094,372.55999755859375,377.25,369.8838806152344,112508300
2022-07-01,376.55999755859375,381.70001220703125,373.79998779296875,381.239990234375,373.79595947265625,74839700
2022-07-05,375.8800048828125,381.9800109863281,372.8999938964844,381.9599914550781,374.5019226074219,81438000
2022-07-06,382.1099853515625,385.8699951171875,379.6000061035156,383.25,375.7666931152344,70426200
2022-07-07,385.1199951171875,389.8299865722656,383.2699890136719,388.989990234375,381.39459228515625,64525900
2022-07-08,387.2699890136719,390.6400146484375,385.6600036621094,388.6700134277344,381.08087158203125,72397800
2022-07-11,385.8500061035156,386.8699951171875,383.5,384.2300109863281,376.7275695800781,58366900
2022-07-12,383.6499938964844,386.1600036621094,378.989990234375,380.8299865722656,373.3939208984375,62219200
2022-07-13,375.1000061035156,381.9200134277344,374.6600036621094,378.8299865722656,371.4329833984375,84224600
2022-07-14,373.6099853515625,379.04998779296875,371.0400085449219,377.9100036621094,370.531005859375,89704800
2022-07-15,382.54998779296875,385.25,380.5400085449219,385.1300048828125,377.6099853515625,79060400
2022-07-18,388.3800048828125,389.0899963378906,380.6600036621094,381.95001220703125,374.4920959472656,63203600
2022-07-19,386.0799865722656,392.8699951171875,385.3900146484375,392.2699890136719,384.610595703125,78506000
2022-07-20,392.4700012207031,396.260009765625,391.0299987792969,394.7699890136719,387.0617370605469,71843800
2022-07-21,394.1600036621094,398.8399963378906,391.6300048828125,398.7900085449219,391.0032958984375,64903900
2022-07-22,398.9200134277344,400.17999267578125,392.75,395.0899963378906,387.3755187988281,72197300
2022-07-25,395.75,396.4700012207031,393.2099914550781,395.57000732421875,387.8461608886719,53631500
2022-07-26,393.8399963378906,394.05999755859375,389.95001220703125,390.8900146484375,383.2575378417969,52946400
2022-07-27,394.3599853515625,402.8800048828125,394.04998779296875,401.0400085449219,393.2093505859375,82342100
2022-07-28,401.8900146484375,406.79998779296875,398.1499938964844,406.07000732421875,398.1411437988281,73966600
2022-07-29,407.5799865722656,413.0299987792969,406.7699890136719,411.989990234375,403.9455261230469,87003700
2022-08-01,409.1499938964844,413.4100036621094,408.3999938964844,410.7699890136719,402.74932861328125,69997500
2022-08-02,409.1199951171875,413.0,406.82000732421875,408.05999755859375,400.09228515625,63435400
2022-08-03,410.29998779296875,415.67999267578125,410.0,414.45001220703125,406.3575134277344,67820600
2022-08-04,414.3699951171875,415.0899963378906,412.44000244140625,414.1700134277344,406.0829772949219,45656600
2022-08-05,409.6600036621094,414.1499938964844,409.6000061035156,413.4700012207031,405.3966064453125,56814900
2022-08-08,415.25,417.6199951171875,411.8299865722656,412.989990234375,404.926025390625,53886100
2022-08-09,412.2200012207031,412.75,410.2200012207031,411.3500061035156,403.3180236816406,44931800
2022-08-10,418.7799987792969,420.1400146484375,416.7200012207031,419.989990234375,411.789306640625,68665700
2022-08-11,422.989990234375,424.95001220703125,419.2099914550781,419.989990234375,411.789306640625,59489700
2022-08-12,422.0299987792969,427.2099914550781,421.0299987792969,427.1000061035156,418.760498046875,61694500
2022-08-15,424.7699890136719,429.4100036621094,424.7099914550781,428.8599853515625,420.4861145019531,54048300
2022-08-16,427.7300109863281,431.7300109863281,426.8800048828125,429.70001220703125,421.3096923828125,59289000
2022-08-17,425.9100036621094,429.5,424.5400085449219,426.6499938964844,418.31927490234375,63563400
2022-08-18,426.8599853515625,428.6099853515625,425.5,427.8900146484375,419.5350646972656,49023200
2022-08-19,424.9800109863281,425.260009765625,421.2200012207031,422.1400146484375,413.8973693847656,68016900
2022-08-22,417.04998779296875,417.2300109863281,412.3999938964844,413.3500061035156,405.2789611816406,77695600
2022-08-23,412.8999938964844,415.4200134277344,411.7699890136719,412.3500061035156,404.29852294921875,49105200
2022-08-24,412.1099853515625,415.1099853515625,411.3900146484375,413.6700134277344,405.59271240234375,49177800
2022-08-25,415.239990234375,419.55999755859375,414.0899963378906,419.510009765625,411.3186950683594,50942300
2022-08-26,419.3900146484375,419.9599914550781,405.25,405.30999755859375,397.3959655761719,103087000
2022-08-29,402.20001220703125,405.8399963378906,401.20001220703125,402.6300048828125,394.768310546875,65370800
2022-08-30,403.8500061035156,404.1000061035156,396.0,398.2099914550781,390.4346008300781,85652400
2022-08-31,399.92999267578125,401.239990234375,395.0400085449219,395.17999267578125,387.4637451171875,76029700
2022-09-01,392.8900146484375,396.7799987792969,390.0400085449219,396.4200134277344,388.6795654296875,78740100
2022-09-02,400.2799987792969,401.55999755859375,390.3299865722656,392.239990234375,384.5811462402344,99632100
2022-09-06,393.1300048828125,394.1199951171875,388.4200134277344,390.760009765625,383.13006591796875,76637400
2022-09-07,390.42999267578125,398.5899963378906,390.20001220703125,397.7799987792969,390.01300048828125,70964200
2022-09-08,395.3900146484375,400.8599853515625,394.1199951171875,400.3800048828125,392.562255859375,80821700
2022-09-09,402.739990234375,407.510009765625,402.4599914550781,406.6000061035156,398.6607971191406,76706900
2022-09-12,408.7799987792969,411.7300109863281,408.4599914550781,410.9700012207031,402.9454345703125,69256300
2022-09-13,401.8299865722656,403.1000061035156,391.9200134277344,393.1000061035156,385.42437744140625,122947100
2022-09-14,394.4700012207031,396.20001220703125,391.1199951171875,394.6000061035156,386.89508056640625,85023700
2022-09-15,392.9599914550781,395.9599914550781,388.7799987792969,390.1199951171875,382.5025634765625,87633800
2022-09-16,384.1400146484375,386.25,382.1099853515625,385.55999755859375,379.58447265625,103084800
2022-09-19,382.260009765625,388.54998779296875,382.17999267578125,388.54998779296875,382.52813720703125,73278500
2022-09-20,385.05999755859375,386.1199951171875,381.20001220703125,384.0899963378906,378.1372985839844,77274900
2022-09-21,386.1099853515625,389.30999755859375,377.3800048828125,377.3900146484375,371.5411376953125,106746600
2022-09-22,376.5799865722656,378.29998779296875,373.44000244140625,374.2200012207031,368.4202880859375,89472600
2022-09-23,370.5799865722656,370.6199951171875,363.2900085449219,367.95001220703125,362.2474365234375,122346900
2022-09-26,366.4100036621094,370.2099914550781,363.0299987792969,364.30999755859375,358.6637878417969,92581200
2022-09-27,368.0199890136719,370.3999938964844,360.8699951171875,363.3800048828125,357.74822998046875,108294100
2022-09-28,364.3800048828125,372.29998779296875,362.6000061035156,370.5299987792969,364.78741455078125,110802200
2022-09-29,366.80999755859375,367.1099853515625,359.70001220703125,362.7900085449219,357.1673889160156,112952300
2022-09-30,361.79998779296875,365.9100036621094,357.0400085449219,357.17999267578125,351.6443176269531,153711200
2022-10-03,361.0799865722656,368.54998779296875,359.2099914550781,366.6099853515625,360.9281311035156,89756500
2022-10-04,372.3999938964844,378.0,366.57000732421875,377.9700012207031,372.1121520996094,103602800
2022-10-05,373.3900146484375,379.4599914550781,370.95001220703125,377.0899963378906,371.2457275390625,88065700
2022-10-06,375.6199951171875,378.7200012207031,372.67999267578125,373.20001220703125,367.41607666015625,82333500
2022-10-07,368.9700012207031,373.2900085449219,360.94000244140625,362.7900085449219,357.1673889160156,107789500
2022-10-10,363.9599914550781,364.2099914550781,357.6700134277344,360.0199890136719,354.4403381347656,76042800
2022-10-11,358.239990234375,363.0299987792969,355.7099914550781,357.739990234375,352.1956481933594,92482800
2022-10-12,358.1700134277344,359.82000732421875,356.29998779296875,356.55999755859375,351.033935546875,76991800
2022-10-13,349.2099914550781,367.510009765625,348.1099853515625,365.9700012207031,360.298095703125,147254500
2022-10-14,368.54998779296875,370.260009765625,356.9599914550781,357.6300048828125,352.08734130859375,123737000
2022-10-17,364.010009765625,367.9800109863281,357.2799987792969,366.82000732421875,361.13494873046875,93168200
2022-10-18,375.1300048828125,375.45001220703125,367.5199890136719,371.1300048828125,365.3781433105469,97162900
2022-10-19,368.989990234375,371.8500061035156,365.54998779296875,368.5,362.78887939453125,79746900
2022-10-20,368.0299987792969,372.6700134277344,364.6099853515625,365.4100036621094,359.7467956542969,88283100
2022-10-21,365.1199951171875,374.79998779296875,363.5400085449219,374.2900085449219,368.4891662597656,131038400
2022-10-24,375.8900146484375,380.05999755859375,373.1099853515625,378.8699951171875,372.9981994628906,85436900
2022-10-25,378.7900085449219,385.25,378.6700134277344,384.9200134277344,378.9544372558594,78846300
2022-10-26,381.6199951171875,387.5799865722656,381.3500061035156,382.0199890136719,376.099365234375,104087300
2022-10-27,383.07000732421875,385.0,379.3299865722656,379.9800109863281,374.0909729003906,81971800
2022-10-28,379.8699951171875,389.5199890136719,379.67999267578125,389.0199890136719,382.9908447265625,100302000
2022-10-31,386.44000244140625,388.3999938964844,385.260009765625,386.2099914550781,380.2243957519531,96631300
2022-11-01,390.1400146484375,390.3900146484375,383.2900085449219,384.5199890136719,378.5605773925781,85407600
2022-11-02,383.8999938964844,388.6300048828125,374.760009765625,374.8699951171875,369.0602111816406,126990400
2022-11-03,371.4700012207031,374.20001220703125,368.7900085449219,371.010009765625,365.2600402832031,87100100
2022-11-04,377.0,378.8699951171875,370.0,376.3500061035156,370.5172424316406,103505200
2022-11-07,377.7099914550781,380.57000732421875,375.5299987792969,379.95001220703125,374.0614318847656,68286900
2022-11-08,381.1099853515625,385.1199951171875,377.7200012207031,382.0,376.0796813964844,84641100
2022-11-09,379.92999267578125,381.1400146484375,373.6099853515625,374.1300048828125,368.3316345214844,78495500
2022-11-10,388.04998779296875,395.0400085449219,385.6400146484375,394.69000244140625,388.572998046875,141455800
2022-11-11,395.5899963378906,399.3500061035156,393.6099853515625,398.510009765625,392.33380126953125,93839900
2022-11-14,396.6600036621094,400.17999267578125,394.8299865722656,395.1199951171875,388.996337890625,71903500
2022-11-15,401.1499938964844,402.30999755859375,394.489990234375,398.489990234375,392.3140869140625,93194500
2022-11-16,396.7799987792969,397.7799987792969,394.7900085449219,395.45001220703125,389.32122802734375,68508500
2022-11-17,390.4599914550781,394.95001220703125,390.1400146484375,394.239990234375,388.12994384765625,74496300
2022-11-18,397.739990234375,397.80999755859375,393.0400085449219,396.0299987792969,389.8922424316406,92922500
2022-11-21,394.6400146484375,395.82000732421875,392.6600036621094,394.5899963378906,388.47454833984375,51243200
2022-11-22,396.6300048828125,400.07000732421875,395.1499938964844,399.8999938964844,393.70220947265625,60429000
2022-11-23,399.54998779296875,402.92999267578125,399.30999755859375,402.4200134277344,396.1832275390625,68261600
2022-11-25,401.8299865722656,402.9100036621094,401.5400085449219,402.3299865722656,396.0946044921875,30545400
2022-11-28,399.0899963378906,400.80999755859375,395.1099853515625,395.9100036621094,389.7740783691406,67881600
2022-11-29,396.04998779296875,397.29998779296875,393.29998779296875,395.2300109863281,389.1046447753906,52310000
2022-11-30,395.489990234375,407.67999267578125,393.4800109863281,407.67999267578125,401.3616638183594,144566700
2022-12-01,408.7699890136719,410.0,404.75,407.3800048828125,401.0663146972656,76398200
2022-12-02,402.25,407.8599853515625,402.1400146484375,406.9100036621094,400.6036071777344,85342700
2022-12-05,403.95001220703125,404.92999267578125,398.1700134277344,399.5899963378906,393.3970642089844,77289800
2022-12-06,399.4200134277344,399.989990234375,391.6400146484375,393.8299865722656,387.7262878417969,77972200
2022-12-07,392.94000244140625,395.6400146484375,391.9700012207031,393.1600036621094,387.06671142578125,65927900
2022-12-08,395.1400146484375,397.3599853515625,393.2699890136719,396.239990234375,390.0989685058594,60737900
2022-12-09,394.94000244140625,397.6199951171875,393.1499938964844,393.2799987792969,387.1848449707031,81447700
2022-12-12,394.1099853515625,398.95001220703125,393.4100036621094,398.95001220703125,392.7669982910156,75405800
2022-12-13,410.2200012207031,410.489990234375,399.07000732421875,401.9700012207031,395.7401428222656,123782500
2022-12-14,401.6099853515625,405.5,396.30999755859375,399.3999938964844,393.2099914550781,108111300
2022-12-15,394.29998779296875,395.25,387.8900146484375,389.6300048828125,383.5914306640625,117705900
2022-12-16,385.17999267578125,386.5799865722656,381.0400085449219,383.2699890136719,379.0626525878906,119858000
2022-12-19,383.4700012207031,383.82000732421875,378.2799987792969,380.0199890136719,375.8483581542969,79878100
2022-12-20,379.2300109863281,382.2300109863281,377.8500061035156,380.5400085449219,376.3626403808594,74427200
